doc_id,line_no,description,quantity,unit_price,discount_pct,line_amount
INV-0000079,6,Virtual demand-driven superstructure,1,5.54,5,5.26
INV-0000079,7,Quality-focused national productivity,1,10.98,0,10.98
INV-0000080,1,Assimilated optimizing model,1,21.39,5,20.32
INV-0000080,2,Face-to-face asymmetric alliance,1,10.91,15,9.27
INV-0000080,3,Organized disintermediate budgetary management,1,5.98,0,5.98
INV-0000081,1,Re-contextualized fault-tolerant task-force,6,17.49,0,104.94
INV-0000081,2,Organic intangible extranet,1,6.96,15,5.92
INV-0000081,3,Progressive contextually-based function,11,10.86,0,119.46
INV-0000081,4,Cross-group intangible methodology,1,7.58,10,6.82
INV-0000081,5,Distributed cohesive productivity,2,13.52,15,22.98
INV-0000081,6,Customizable attitude-oriented help-desk,1,11.24,0,11.24
INV-0000082,1,Organized radical focus group,1,13.58,0,13.58
INV-0000083,1,Multi-lateral methodical data-warehouse,1,73.62,0,73.62
INV-0000083,2,Programmable contextually-based definition,1,5.61,10,5.05
INV-0000083,3,Polarized user-facing adapter,2,32.2,0,64.4
INV-0000083,4,Secured solution-oriented firmware,1,1.89,0,1.89
INV-0000083,5,Re-engineered holistic collaboration,1,5.34,0,5.34
INV-0000083,6,Public-key disintermediate groupware,1,14.05,0,14.05
INV-0000084,1,Focused system-worthy system engine,3,10.97,0,32.91
INV-0000085,1,Face-to-face scalable implementation,1,17.63,0,17.63
INV-0000085,2,Extended intangible methodology,2,9.46,10,17.03
INV-0000085,3,Open-architected asymmetric capacity,1,11.6,10,10.44
INV-0000085,4,Optimized static migration,2,11.44,0,22.88
INV-0000085,5,Streamlined stable capability,1,12.44,5,11.82
INV-0000085,6,Innovative zero-defect software,1,13.05,10,11.75
INV-0000085,7,Advanced leadingedge paradigm,1,11.12,0,11.12
INV-0000085,8,Multi-tiered didactic service-desk,2,9.53,10,17.15
INV-0000086,1,Public-key bifurcated hierarchy,1,10.38,5,9.86
INV-0000086,2,Customizable context-sensitive matrices,2,14.36,15,24.41
INV-0000087,1,Distributed systemic task-force,1,14.54,10,13.09
INV-0000087,2,Visionary coherent challenge,2,7.69,10,13.84
INV-0000087,3,Enhanced dynamic moderator,4,6.32,0,25.28
INV-0000087,4,Sharable well-modulated utilization,1,3.79,5,3.6
INV-0000087,5,Multi-channeled discrete solution,4,41.9,10,150.84
INV-0000087,6,Quality-focused tertiary flexibility,3,5.11,10,13.8
INV-0000087,7,Public-key 6thgeneration initiative,1,6.88,5,6.54
INV-0000088,1,Virtual tangible collaboration,1,20.69,5,19.66
INV-0000088,2,Vision-oriented well-modulated system engine,1,4.53,5,4.3
INV-0000088,3,Streamlined directional matrix,1,3.57,5,3.39
INV-0000088,4,Proactive static capability,5,8.32,15,35.36
INV-0000088,5,Expanded analyzing capacity,2,24.05,0,48.1
INV-0000088,6,Persistent coherent info-mediaries,3,11.92,0,35.76
INV-0000089,1,Multi-layered hybrid leverage,1,55.07,0,55.07
INV-0000089,2,Programmable explicit paradigm,1,19.5,15,16.57
INV-0000089,3,Object-based content-based website,1,4.94,15,4.2
INV-0000089,4,Monitored bi-directional database,1,13.07,0,13.07
INV-0000089,5,Streamlined 4thgeneration analyzer,1,3.89,0,3.89
INV-0000089,6,Inverse exuding throughput,1,17.93,10,16.14
INV-0000089,7,Switchable content-based benchmark,2,8.77,0,17.54
INV-0000090,1,Open-source real-time workforce,1,17.62,10,15.86
INV-0000090,2,Re-engineered attitude-oriented standardization,1,37.88,0,37.88
INV-0000090,3,Distributed even-keeled success,2,36.57,0,73.14
INV-0000090,4,Polarized composite protocol,1,10.91,0,10.91
INV-0000090,5,Face-to-face next generation installation,1,21.43,10,19.29
INV-0000091,1,Profound explicit capability,1,9.55,0,9.55
INV-0000091,2,Intuitive global flexibility,1,14.0,10,12.6
INV-0000092,1,Re-engineered 5thgeneration knowledgebase,1,4.19,0,4.19
INV-0000092,2,Centralized discrete paradigm,1,6.97,15,5.92
INV-0000092,3,Distributed even-keeled pricing structure,2,18.21,0,36.42
INV-0000093,1,Multi-tiered foreground forecast,1,3.57,0,3.57
