doc_id,line_no,description,quantity,unit_price,discount_pct,line_amount
RCT-0000024,2,Customizable mobile data-warehouse,3,17.15,0,51.45
RCT-0000024,3,Object-based empowering matrices,4,3.41,0,13.64
RCT-0000024,4,Visionary dedicated software,1,7.5,10,6.75
RCT-0000024,5,Intuitive secondary flexibility,1,36.96,15,31.42
RCT-0000024,6,Re-contextualized modular standardization,2,21.02,15,35.73
RCT-0000025,1,Advanced high-level leverage,1,10.2,0,10.2
RCT-0000025,2,Enterprise-wide value-added encoding,1,5.21,0,5.21
RCT-0000025,3,Versatile coherent definition,4,6.2,0,24.8
RCT-0000025,4,Innovative value-added hardware,1,9.02,10,8.12
RCT-0000025,5,Expanded grid-enabled moratorium,2,4.53,15,7.7
RCT-0000025,6,Grass-roots intangible conglomeration,1,28.48,15,24.21
RCT-0000025,7,Devolved secondary knowledgebase,1,26.5,15,22.52
RCT-0000026,1,Networked impactful productivity,1,5.32,10,4.79
RCT-0000026,2,Compatible national array,1,45.79,15,38.92
RCT-0000027,1,Extended user-facing adapter,1,8.82,0,8.82
RCT-0000027,2,Digitized needs-based service-desk,1,12.23,0,12.23
RCT-0000027,3,Object-based well-modulated open system,6,8.73,10,47.14
RCT-0000027,4,Realigned stable access,1,5.65,5,5.37
RCT-0000027,5,Intuitive transitional collaboration,1,9.46,0,9.46
RCT-0000028,1,Streamlined disintermediate pricing structure,2,3.45,15,5.87
RCT-0000028,2,Persistent cohesive productivity,4,9.5,10,34.2
RCT-0000028,3,Robust non-volatile throughput,1,11.41,0,11.41
RCT-0000028,4,Triple-buffered discrete function,4,14.3,0,57.2
RCT-0000029,1,Advanced mobile architecture,1,4.15,0,4.15
RCT-0000029,2,Ameliorated needs-based emulation,1,4.3,10,3.87
RCT-0000030,1,Polarized methodical task-force,1,13.85,5,13.16
RCT-0000030,2,Function-based dynamic superstructure,1,5.33,15,4.53
RCT-0000030,3,Reverse-engineered regional Local Area Network,2,10.45,0,20.9
RCT-0000030,4,Customizable tangible solution,1,28.77,10,25.89
RCT-0000030,5,Cross-platform dedicated website,1,5.04,0,5.04
RCT-0000030,6,Networked heuristic software,6,6.65,10,35.91
RCT-0000031,1,Down-sized tertiary framework,1,23.88,0,23.88
RCT-0000031,2,Progressive optimizing methodology,1,3.4,5,3.23
RCT-0000031,3,Profound content-based array,1,10.55,15,8.97
RCT-0000031,4,Integrated clear-thinking concept,1,62.42,15,53.06
RCT-0000031,5,Mandatory client-server leverage,10,14.94,0,149.4
RCT-0000032,1,Open-architected 5thgeneration ability,1,22.87,0,22.87
RCT-0000032,2,Progressive non-volatile circuit,1,8.9,0,8.9
RCT-0000032,3,Seamless foreground complexity,1,4.99,5,4.74
RCT-0000033,1,Assimilated clear-thinking support,1,4.19,0,4.19
RCT-0000033,2,Reverse-engineered transitional intranet,6,14.42,0,86.52
RCT-0000034,1,Expanded 24hour adapter,4,14.67,10,52.81
RCT-0000034,2,Fundamental upward-trending conglomeration,4,42.03,0,168.12
RCT-0000034,3,Customizable scalable installation,1,9.46,15,8.04
RCT-0000034,4,Switchable heuristic contingency,3,14.82,0,44.46
RCT-0000034,5,Polarized methodical initiative,1,11.16,0,11.16
RCT-0000034,6,Enterprise-wide object-oriented function,7,5.36,0,37.52
RCT-0000034,7,Multi-tiered zero tolerance hub,1,14.57,0,14.57
RCT-0000035,1,Diverse clear-thinking website,1,25.33,0,25.33
RCT-0000036,1,Secured bifurcated support,1,19.06,0,19.06
RCT-0000036,2,Configurable bandwidth-monitored service-desk,1,7.33,0,7.33
RCT-0000037,1,Reverse-engineered 4thgeneration archive,1,81.55,10,73.39
RCT-0000037,2,Customizable composite Internet solution,4,10.09,5,38.34
RCT-0000037,3,Function-based 4thgeneration matrices,7,28.1,15,167.2
RCT-0000038,1,Synchronized 5thgeneration help-desk,2,9.62,5,18.28
RCT-0000038,2,Mandatory contextually-based neural-net,1,27.55,0,27.55
RCT-0000038,3,Fully-configurable bifurcated protocol,4,10.56,0,42.24
RCT-0000038,4,Ameliorated exuding strategy,1,11.08,10,9.97
RCT-0000038,5,Self-enabling national forecast,1,24.59,10,22.13
RCT-0000039,1,Universal contextually-based Internet solution,1,47.94,0,47.94
RCT-0000039,2,Compatible grid-enabled matrix,2,10.29,5,19.55
RCT-0000039,3,Visionary executive algorithm,2,9.14,0,18.28
RCT-0000039,4,Cross-platform interactive utilization,1,7.22,15,6.14
RCT-0000039,5,Mandatory 6thgeneration budgetary management,3,6.51,10,17.58
RCT-0000039,6,Robust tangible algorithm,6,7.55,0,45.3
RCT-0000039,7,Persevering demand-driven conglomeration,1,8.37,15,7.11
RCT-0000040,1,Cross-group zero tolerance flexibility,1,22.19,5,21.08
RCT-0000040,2,Open-source solution-oriented algorithm,2,17.47,0,34.94
RCT-0000040,3,Configurable fault-tolerant circuit,1,20.1,0,20.1
RCT-0000040,4,Team-oriented impactful policy,2,19.85,0,39.7
RCT-0000040,5,Secured solution-oriented customer loyalty,2,27.87,0,55.74
RCT-0000040,6,Multi-layered well-modulated workforce,3,7.12,10,19.22
RCT-0000041,1,Ameliorated 24/7 encryption,1,14.13,0,14.13
RCT-0000041,2,Face-to-face upward-trending artificial intelligence,1,3.86,0,3.86
RCT-0000041,3,Self-enabling empowering infrastructure,1,3.89,15,3.31
RCT-0000042,1,Virtual systemic hub,1,13.13,0,13.13
RCT-0000042,2,Secured upward-trending emulation,5,11.09,0,55.45
RCT-0000042,3,Monitored coherent strategy,1,12.44,10,11.2
RCT-0000043,1,Profit-focused 24hour initiative,1,18.65,10,16.79
RCT-0000043,2,Devolved secondary protocol,1,33.73,0,33.73
RCT-0000043,3,Function-based multimedia encoding,2,12.21,0,24.42
RCT-0000043,4,Proactive directional system engine,1,10.88,5,10.34
RCT-0000043,5,Assimilated client-server hierarchy,1,7.41,0,7.41
RCT-0000043,6,Synergized grid-enabled infrastructure,1,22.44,0,22.44
RCT-0000043,7,Expanded bi-directional structure,5,7.84,0,39.2
RCT-0000043,8,Compatible context-sensitive Graphic Interface,1,10.03,0,10.03
RCT-0000044,1,Optimized 3rdgeneration forecast,1,18.98,0,18.98
RCT-0000044,2,De-engineered directional complexity,1,12.87,15,10.94
RCT-0000044,3,Robust neutral algorithm,1,12.38,0,12.38
RCT-0000045,1,Adaptive well-modulated algorithm,1,6.7,15,5.7
RCT-0000045,2,Secured needs-based neural-net,4,15.4,15,52.36
RCT-0000045,3,Persevering zero tolerance support,1,56.33,5,53.51
RCT-0000045,4,Integrated non-volatile ability,1,4.94,10,4.45
RCT-0000045,5,Down-sized foreground conglomeration,1,5.62,0,5.62
RCT-0000045,6,Vision-oriented intangible strategy,2,21.06,0,42.12
RCT-0000046,1,Optional foreground parallelism,3,14.38,15,36.67
RCT-0000046,2,Visionary content-based function,1,31.78,10,28.6
RCT-0000046,3,Cross-platform motivating productivity,1,7.26,0,7.26
RCT-0000046,4,Distributed tertiary open architecture,1,22.71,5,21.57
RCT-0000047,1,Distributed neutral access,1,15.4,10,13.86
RCT-0000047,2,Upgradable solution-oriented Graphical User Interface,1,6.28,0,6.28
RCT-0000047,3,Fully-configurable secondary Graphic Interface,2,7.86,10,14.15
RCT-0000048,1,Self-enabling tertiary encryption,1,12.31,0,12.31
RCT-0000048,2,Business-focused zero administration pricing structure,2,6.68,15,11.36
RCT-0000048,3,User-centric systemic database,1,26.79,0,26.79
RCT-0000048,4,Synergized multi-state hardware,1,20.29,15,17.25
RCT-0000048,5,Organic cohesive paradigm,1,8.66,15,7.36
RCT-0000048,6,Managed discrete encryption,3,10.89,15,27.77
RCT-0000049,1,User-centric systematic info-mediaries,4,23.61,15,80.27
RCT-0000049,2,Integrated executive software,1,11.64,0,11.64
RCT-0000050,1,Diverse object-oriented flexibility,1,48.77,0,48.77
RCT-0000050,2,Versatile tertiary attitude,2,17.56,5,33.36
RCT-0000050,3,Proactive explicit website,2,6.88,10,12.38
RCT-0000050,4,Customizable stable capacity,6,5.82,15,29.68
RCT-0000050,5,Pre-emptive bandwidth-monitored matrices,1,25.56,15,21.73
RCT-0000050,6,Self-enabling zero-defect implementation,3,8.96,0,26.88
RCT-0000050,7,Versatile mission-critical superstructure,1,13.43,0,13.43
RCT-0000051,1,Programmable next generation frame,6,1.68,0,10.08
RCT-0000051,2,Upgradable content-based matrix,1,12.33,5,11.71
RCT-0000051,3,Expanded multi-state strategy,1,4.56,0,4.56
RCT-0000051,4,Object-based full-range installation,1,4.52,15,3.84
RCT-0000051,5,De-engineered maximized functionalities,2,28.92,0,57.84
RCT-0000051,6,Intuitive value-added instruction set,3,9.74,10,26.3
RCT-0000052,1,Quality-focused cohesive approach,1,9.4,0,9.4
RCT-0000052,2,Realigned stable Internet solution,4,53.13,0,212.52
RCT-0000052,3,Digitized coherent knowledge user,1,24.04,0,24.04
RCT-0000053,1,Front-line empowering capacity,1,37.4,10,33.66
RCT-0000053,2,Progressive high-level concept,1,29.73,10,26.76
RCT-0000053,3,User-friendly 4thgeneration framework,1,21.48,5,20.41
RCT-0000053,4,Optimized demand-driven standardization,2,36.0,0,72.0
RCT-0000053,5,Diverse non-volatile hierarchy,1,7.15,0,7.15
RCT-0000053,6,Multi-tiered 24hour hierarchy,4,6.59,0,26.36
RCT-0000053,7,Front-line zero-defect utilization,1,4.53,0,4.53
RCT-0000054,1,Universal 5thgeneration utilization,1,3.59,0,3.59
RCT-0000054,2,Intuitive radical instruction set,3,13.24,5,37.73
RCT-0000054,3,Intuitive context-sensitive website,1,4.19,0,4.19
RCT-0000054,4,Managed homogeneous system engine,1,5.51,0,5.51
RCT-0000054,5,Compatible logistical data-warehouse,1,10.46,5,9.94
RCT-0000055,1,Front-line optimizing projection,1,1.92,5,1.82
RCT-0000055,2,Open-source client-driven info-mediaries,1,11.54,0,11.54
RCT-0000055,3,Cloned hybrid capacity,1,12.31,0,12.31
RCT-0000056,1,Proactive system-worthy infrastructure,6,50.03,10,270.16
RCT-0000056,2,Re-engineered tangible structure,1,14.17,5,13.46
RCT-0000056,3,Reverse-engineered multi-state standardization,2,13.26,10,23.87
RCT-0000056,4,Monitored systematic migration,7,35.99,0,251.93
RCT-0000056,5,Networked 4thgeneration migration,1,10.32,10,9.29
RCT-0000056,6,Inverse dedicated knowledge user,1,13.94,0,13.94
RCT-0000057,1,Robust cohesive collaboration,1,24.21,15,20.58
RCT-0000057,2,Pre-emptive systemic paradigm,1,7.25,0,7.25
RCT-0000057,3,Devolved systematic paradigm,1,24.34,10,21.91
RCT-0000057,4,Persistent discrete array,7,4.73,10,29.8
RCT-0000057,5,Object-based next generation matrix,3,19.48,10,52.6
RCT-0000057,6,Organic systemic service-desk,1,19.57,10,17.61
RCT-0000057,7,Quality-focused value-added neural-net,1,9.23,15,7.85
RCT-0000058,1,Front-line heuristic implementation,1,10.74,5,10.2
RCT-0000059,1,Exclusive holistic collaboration,1,39.25,10,35.33
RCT-0000059,2,Programmable multimedia support,1,11.3,5,10.73
RCT-0000059,3,User-friendly systemic alliance,1,17.74,10,15.97
RCT-0000059,4,Devolved transitional utilization,1,12.63,0,12.63
RCT-0000059,5,Virtual fault-tolerant moratorium,1,7.66,0,7.66
RCT-0000059,6,Operative bi-directional attitude,1,8.02,10,7.22
RCT-0000059,7,Optimized eco-centric projection,1,16.04,5,15.24
RCT-0000060,1,Proactive interactive intranet,1,32.76,10,29.48
RCT-0000060,2,Devolved web-enabled artificial intelligence,3,4.91,0,14.73
RCT-0000061,1,Operative didactic matrices,2,36.77,0,73.54
RCT-0000062,1,Ergonomic value-added middleware,1,19.05,15,16.19
RCT-0000063,1,Customer-focused national moratorium,1,10.32,0,10.32
RCT-0000063,2,Visionary 3rdgeneration utilization,1,15.35,0,15.35
RCT-0000063,3,Enterprise-wide neutral help-desk,1,18.8,15,15.98
RCT-0000063,4,Triple-buffered 3rdgeneration capability,1,5.68,5,5.4
RCT-0000064,1,Ameliorated national hardware,6,10.92,0,65.52
RCT-0000064,2,Profit-focused transitional open system,1,12.21,10,10.99
RCT-0000064,3,Diverse bifurcated alliance,2,3.9,0,7.8
RCT-0000064,4,Synergized mission-critical attitude,1,21.96,0,21.96
RCT-0000064,5,Self-enabling encompassing toolset,1,7.91,0,7.91
RCT-0000064,6,Horizontal 24/7 help-desk,1,8.21,15,6.98
RCT-0000065,1,Stand-alone bottom-line moratorium,1,11.49,0,11.49
RCT-0000065,2,Integrated multi-tasking neural-net,1,16.67,5,15.84
RCT-0000065,3,Innovative tertiary throughput,1,15.8,0,15.8
RCT-0000065,4,Operative motivating circuit,6,12.6,0,75.6
RCT-0000066,1,Sharable local task-force,1,15.37,0,15.37
RCT-0000066,2,Secured neutral concept,1,7.38,5,7.01
RCT-0000066,3,Multi-channeled full-range secured line,1,13.6,10,12.24
RCT-0000066,4,Robust bifurcated protocol,7,17.89,5,118.97
RCT-0000067,1,Re-contextualized client-server application,4,8.11,0,32.44
RCT-0000067,2,Polarized secondary definition,5,12.41,5,58.95
RCT-0000067,3,Sharable attitude-oriented productivity,7,18.18,0,127.26
RCT-0000067,4,Ameliorated logistical solution,2,11.48,0,22.96
RCT-0000067,5,Multi-lateral 24hour solution,2,5.1,10,9.18
RCT-0000068,1,Synchronized hybrid algorithm,1,32.29,5,30.68
RCT-0000069,1,Innovative even-keeled groupware,1,27.74,5,26.35
RCT-0000069,2,Multi-layered zero-defect forecast,1,12.13,0,12.13
RCT-0000069,3,Up-sized national moderator,1,36.36,5,34.54
RCT-0000069,4,User-centric tertiary benchmark,1,18.78,0,18.78
RCT-0000069,5,Configurable eco-centric hardware,1,10.54,0,10.54
RCT-0000069,6,Digitized content-based software,2,7.49,5,14.23
RCT-0000069,7,Seamless multi-state hub,3,5.7,0,17.1
RCT-0000070,1,Managed local emulation,2,10.94,15,18.6
RCT-0000070,2,Profound empowering circuit,1,6.61,0,6.61
RCT-0000070,3,Grass-roots multi-state focus group,1,6.98,5,6.63
RCT-0000070,4,Multi-layered radical help-desk,1,15.45,0,15.45
RCT-0000070,5,Streamlined directional infrastructure,1,4.75,0,4.75
RCT-0000071,1,Decentralized maximized complexity,2,3.97,15,6.75
RCT-0000071,2,Enterprise-wide maximized neural-net,5,13.07,0,65.35
RCT-0000071,3,Enhanced local budgetary management,1,18.38,15,15.62
RCT-0000071,4,Fundamental composite help-desk,3,16.19,0,48.57
RCT-0000071,5,Persistent next generation complexity,1,4.03,15,3.43
RCT-0000071,6,Down-sized foreground contingency,2,7.41,0,14.82
RCT-0000071,7,Up-sized holistic attitude,5,8.02,15,34.08
RCT-0000072,1,Re-contextualized executive help-desk,1,4.19,15,3.56
RCT-0000072,2,Business-focused zero-defect middleware,1,12.46,15,10.59
RCT-0000072,3,Realigned clear-thinking model,1,14.15,0,14.15
RCT-0000072,4,Public-key multimedia knowledge user,1,10.67,15,9.07
RCT-0000072,5,Total transitional policy,6,4.14,10,22.36
RCT-0000072,6,Future-proofed cohesive paradigm,1,48.83,15,41.51
RCT-0000073,1,Triple-buffered exuding knowledgebase,1,6.93,15,5.89
RCT-0000073,2,Operative zero administration secured line,1,23.82,0,23.82
RCT-0000073,3,Customer-focused grid-enabled strategy,4,32.71,15,111.21
RCT-0000074,1,Versatile methodical leverage,1,9.17,0,9.17
RCT-0000074,2,Object-based next generation database,1,16.22,0,16.22
RCT-0000074,3,Robust eco-centric ability,1,4.82,10,4.34
RCT-0000074,4,Visionary content-based matrices,1,9.43,0,9.43
RCT-0000074,5,Operative contextually-based concept,1,16.62,5,15.79
RCT-0000074,6,Quality-focused value-added Graphic Interface,1,12.28,0,12.28
RCT-0000075,1,Operative empowering infrastructure,1,20.02,5,19.02
RCT-0000075,2,Customizable leadingedge time-frame,3,8.71,0,26.13
RCT-0000075,3,User-friendly bandwidth-monitored pricing structure,2,23.82,0,47.64
RCT-0000075,4,Managed composite orchestration,2,6.26,0,12.52
RCT-0000075,5,Advanced hybrid challenge,4,16.38,0,65.52
RCT-0000076,1,Open-architected bandwidth-monitored flexibility,1,8.16,15,6.94
RCT-0000076,2,Quality-focused bottom-line neural-net,1,3.79,0,3.79
RCT-0000076,3,Sharable maximized alliance,1,19.75,0,19.75
RCT-0000076,4,Progressive hybrid capacity,1,2.03,15,1.73
RCT-0000076,5,Digitized incremental collaboration,7,7.3,0,51.1
RCT-0000076,6,Reactive regional hub,1,5.95,0,5.95
RCT-0000077,1,Multi-layered national initiative,1,28.56,10,25.7
RCT-0000077,2,Pre-emptive user-facing complexity,3,21.64,5,61.67
RCT-0000077,3,Team-oriented local encryption,1,5.79,15,4.92
RCT-0000078,1,Streamlined 6thgeneration parallelism,2,5.27,0,10.54
RCT-0000079,1,Distributed even-keeled adapter,3,8.83,0,26.49
RCT-0000079,2,Cross-platform intangible circuit,4,5.5,5,20.9
RCT-0000079,3,Mandatory analyzing instruction set,3,33.85,10,91.4
RCT-0000080,1,Programmable next generation superstructure,2,3.65,15,6.21
RCT-0000080,2,Multi-channeled client-driven architecture,1,43.01,0,43.01
RCT-0000080,3,Secured 24/7 frame,1,15.93,0,15.93
RCT-0000080,4,Robust needs-based migration,3,18.14,5,51.7
RCT-0000080,5,Profound empowering adapter,1,13.11,0,13.11
RCT-0000080,6,Balanced dynamic success,1,4.01,0,4.01
RCT-0000080,7,Secured neutral matrices,2,21.22,0,42.44
RCT-0000081,1,Multi-lateral upward-trending protocol,2,12.47,0,24.94
RCT-0000081,2,Quality-focused fresh-thinking circuit,1,6.24,15,5.3
RCT-0000082,1,Streamlined solution-oriented standardization,1,25.98,15,22.08
RCT-0000083,1,Grass-roots web-enabled alliance,1,24.46,0,24.46
RCT-0000084,1,Adaptive context-sensitive migration,5,26.08,0,130.4
RCT-0000084,2,Devolved optimal pricing structure,3,23.26,0,69.78
RCT-0000084,3,Cross-group transitional success,1,8.37,5,7.95
RCT-0000084,4,Programmable multimedia infrastructure,1,17.78,0,17.78
RCT-0000084,5,Ergonomic foreground knowledge user,1,25.55,10,23.0
RCT-0000085,1,Function-based demand-driven structure,1,23.48,15,19.96
RCT-0000085,2,Synergized asynchronous architecture,5,2.28,5,10.83
RCT-0000085,3,Enhanced contextually-based architecture,1,11.56,0,11.56
RCT-0000085,4,Operative mobile policy,3,7.4,0,22.2
RCT-0000086,1,Optimized background emulation,1,33.48,0,33.48
RCT-0000086,2,Balanced neutral focus group,3,11.68,15,29.78
RCT-0000087,1,Programmable national frame,1,16.75,0,16.75
RCT-0000087,2,Diverse context-sensitive moratorium,2,13.95,15,23.71
RCT-0000087,3,Exclusive attitude-oriented forecast,6,30.68,0,184.08
RCT-0000087,4,Seamless attitude-oriented time-frame,1,43.53,5,41.35
RCT-0000087,5,Re-engineered contextually-based contingency,3,12.53,15,31.95
RCT-0000088,1,Front-line leadingedge database,1,14.45,0,14.45
RCT-0000088,2,Down-sized bandwidth-monitored knowledge user,1,32.16,0,32.16
RCT-0000089,1,Assimilated attitude-oriented complexity,1,5.57,0,5.57
RCT-0000089,2,Enterprise-wide incremental task-force,4,6.0,0,24.0
RCT-0000089,3,Expanded next generation workforce,2,7.73,15,13.14
RCT-0000090,1,Front-line human-resource Local Area Network,1,20.91,10,18.82
RCT-0000090,2,Customer-focused bifurcated hardware,1,12.79,0,12.79
RCT-0000090,3,Customizable attitude-oriented middleware,1,7.78,15,6.61
RCT-0000090,4,Seamless 3rdgeneration definition,1,29.22,15,24.84
RCT-0000090,5,Compatible upward-trending workforce,1,4.22,0,4.22
RCT-0000090,6,Expanded 3rdgeneration projection,2,7.54,5,14.33
RCT-0000091,1,Customizable national functionalities,3,10.96,15,27.95
RCT-0000091,2,Synergized grid-enabled core,1,43.35,0,43.35
RCT-0000091,3,Phased 3rdgeneration service-desk,1,7.69,10,6.92
RCT-0000091,4,Persevering foreground neural-net,1,17.79,10,16.01
RCT-0000092,1,Adaptive 24hour ability,2,10.94,0,21.88
RCT-0000093,1,Object-based web-enabled challenge,2,5.31,0,10.62
RCT-0000093,2,Streamlined coherent Graphical User Interface,1,17.54,0,17.54
RCT-0000093,3,Stand-alone clear-thinking archive,2,9.91,0,19.82
RCT-0000093,4,Mandatory system-worthy strategy,1,8.42,10,7.58
RCT-0000094,1,Inverse full-range challenge,1,4.81,5,4.57
RCT-0000094,2,Visionary holistic toolset,7,12.86,5,85.52
RCT-0000095,1,Reactive real-time encoding,1,35.15,10,31.63
